"YPD1"	"YPD2"	"YPD3"	"YPD4"	"YPD5"	"YPD6"	"RAPA1"	"RAPA2"	"RAPA3"	"RAPA4"	"RAPA5"	"RAPA6"
"YDR140W"	25	30	4	26	26	11	23	34	10	18	26	18
"YDR141C"	10	18	5	17	10	11	26	23	15	33	25	18
"YDR142C"	7	7	2	5	2	3	8	6	7	11	8	12
"YDR143C"	14	16	3	11	13	14	17	19	5	6	11	17
"YDR144C"	28	32	9	26	36	21	14	9	5	14	15	4
"YDR145W"	12	9	4	4	10	1	3	4	4	8	10	5
"YDR146C"	2	4	1	5	3	3	5	5	3	8	10	4
"YDR147W"	6	12	5	12	13	8	11	18	3	14	12	6
"YDR148C"	19	29	11	36	31	26	65	85	38	64	64	57
"YDR149C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR150W"	27	24	5	25	15	12	23	29	8	18	15	18
"YDR151C"	1	7	1	0	6	2	14	15	4	6	10	8
"YDR152W"	82	75	37	84	75	41	17	11	7	14	17	7
"YDR153C"	11	4	2	12	16	8	12	13	11	7	10	7
"YDR154C"	917	1073	393	1073	1029	700	1631	2005	968	1669	1775	1472
"YDR155C"	172	171	81	181	164	119	352	426	204	347	347	297
"YDR156W"	76	82	20	73	85	56	9	25	4	10	11	12
"YDR157W"	3	4	2	0	3	6	0	0	0	0	1	1
"YDR158W"	161	179	70	176	173	127	276	283	140	268	286	221
"YDR159W"	6	4	2	7	7	5	9	10	6	4	12	9
"YDR160W"	0	0	0	2	0	1	1	0	0	1	5	2
"YDR161W"	45	47	21	57	52	29	7	7	3	3	2	2
"YDR162C"	19	9	9	14	18	15	16	23	6	14	21	12
"YDR163W"	4	9	4	8	4	10	13	16	4	6	13	7
"YDR164C"	5	12	4	5	4	4	6	17	5	7	6	6
"YDR165W"	53	47	11	49	51	29	0	3	1	3	3	1
"YDR166C"	19	5	2	4	7	8	8	14	6	18	14	11
"YDR167W"	32	46	17	48	44	25	22	40	12	24	34	25
"YDR168W"	22	26	8	22	28	18	32	40	21	33	35	30
"YDR169C"	9	7	3	7	9	9	12	21	13	24	23	11
"YDR169C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR170C"	9	12	3	12	6	6	18	22	8	17	25	14
"YDR170W.A"	0	0	0	0	0	0	1	0	0	0	0	0
"YDR171W"	3	1	1	2	4	3	20	26	9	20	21	17
"YDR172W"	26	32	13	35	25	17	16	19	11	21	13	18
"YDR173C"	4	4	2	3	1	1	8	8	1	3	3	2
"YDR174W"	142	154	49	150	149	103	194	223	106	187	202	183
"YDR175C"	15	20	3	31	23	24	19	20	8	29	33	16
"YDR176W"	3	5	4	7	3	2	4	6	6	7	4	1
"YDR177W"	64	73	35	66	99	52	34	59	25	45	47	42
"YDR178W"	31	35	10	35	39	16	108	155	57	141	110	128
"YDR179C"	1	0	1	0	0	1	1	0	0	0	1	0
"YDR179W.A"	1	3	2	3	6	3	6	11	9	6	11	4
"YDR180W"	8	7	1	5	7	1	8	4	1	5	6	4
"YDR181C"	7	4	4	3	7	2	14	14	8	5	11	7
"YDR182W"	15	18	10	21	21	11	57	39	20	32	43	29
"YDR182W.A"	1	0	0	0	0	0	0	0	0	1	0	1
"YDR183W"	6	4	2	5	6	4	9	7	5	7	7	7
"YDR183C.A"	15	19	12	15	22	11	0	0	0	3	1	0
"YDR184C"	11	5	6	8	10	2	0	0	0	0	0	0
"YDR185C"	0	9	5	3	3	0	2	1	0	2	1	0
"YDR186C"	8	9	2	5	2	5	5	6	1	6	3	6
"YDR187C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR188W"	30	36	18	40	43	32	39	57	22	48	39	35
"YDR189W"	7	7	0	4	5	7	4	7	5	8	7	5
"YDR190C"	41	63	18	55	62	36	20	22	14	16	17	20
"YDR191W"	3	2	0	1	3	3	4	7	2	1	8	4
"YDR192C"	5	7	1	11	7	4	8	1	2	6	5	3
"YDR193W"	0	0	0	0	0	0	1	0	0	0	0	0
"YDR194C"	10	18	5	26	18	18	10	15	4	7	7	17
"YDR194W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR195W"	8	4	2	6	3	3	10	6	5	6	7	4
"YDR196C"	27	27	9	22	35	19	26	39	18	31	30	29
"YDR197W"	13	14	4	8	7	8	16	9	3	13	7	6
"YDR198C"	5	8	0	7	7	4	2	5	0	2	2	4
"YDR199W"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR200C"	2	4	3	4	1	5	2	3	2	7	7	5
"YDR201W"	20	16	9	27	24	14	24	36	15	37	24	25
"YDR202C"	14	9	4	13	9	13	16	22	10	14	15	17
"YDR203W"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR204W"	12	15	3	6	7	9	27	50	24	32	48	27
"YDR205W"	5	9	4	8	10	6	17	17	3	16	17	13
"YDR206W"	3	0	0	2	4	1	4	11	3	3	0	2
"YDR207C"	2	0	2	0	2	0	4	0	0	5	1	0
"YDR208W"	16	21	6	16	13	13	23	41	12	30	28	20
"YDR209C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR210W"	71	101	31	89	82	74	113	140	59	100	153	107
"YDR210W.B"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR210W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR210C.D"	0	0	0	0	0	0	1	0	0	0	0	0
"YDR210C.C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR211W"	33	40	10	22	32	27	17	20	3	9	14	8
"YDR212W"	98	82	32	85	80	66	42	59	24	58	72	45
"YDR213W"	1	4	1	0	1	0	0	3	0	1	1	1
"YDR214W"	105	89	43	110	121	84	70	81	60	63	73	66
"YDR215C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR216W"	0	0	0	0	1	0	1	1	1	0	0	0
"YDR217C"	2	8	0	4	3	3	1	5	2	5	2	1
"YDR218C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR219C"	2	2	0	4	0	0	3	2	3	4	2	3
"YDR220C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR221W"	2	4	2	2	7	2	14	20	11	21	27	33
"YDR222W"	11	7	4	9	8	6	5	4	2	5	2	3
"YDR223W"	0	0	0	0	1	0	2	0	1	2	3	2
"YDR224C"	234	237	76	253	220	158	451	593	237	438	484	430
"YDR225W"	445	454	171	503	445	303	698	908	410	780	719	666
"YDR226W"	464	529	216	562	499	366	391	506	242	380	397	329
"YDR227W"	4	4	6	8	1	3	4	8	2	7	14	1
"YDR228C"	7	3	1	5	4	4	6	4	1	1	5	2
"YDR229W"	7	6	1	5	5	1	4	6	4	6	7	6
"YDR230W"	0	0	0	0	0	0	0	1	0	0	0	0
"YDR231C"	16	14	3	15	19	10	39	40	27	34	32	33
"YDR232W"	24	22	6	10	19	18	24	21	6	24	13	13
"YDR233C"	182	204	68	223	179	128	100	128	74	108	127	115
"YDR234W"	14	24	9	29	17	28	13	6	1	9	10	9
"YDR235W"	10	7	2	11	7	5	16	9	5	8	9	8
"YDR236C"	26	30	7	27	33	20	83	88	31	82	78	63
"YDR237W"	14	20	9	17	17	16	17	21	10	19	29	15
"YDR238C"	54	58	30	55	60	42	79	83	57	71	88	56
"YDR239C"	4	4	5	7	9	4	3	10	3	6	16	5
"YDR240C"	9	3	2	10	11	3	6	9	4	5	7	5
"YDR241W"	0	0	0	0	0	1	0	2	0	0	1	0
"YDR242W"	1	4	1	2	3	0	47	76	24	46	70	31
"YDR243C"	3	8	0	2	3	3	3	6	0	2	2	6
"YDR244W"	8	12	1	4	12	3	11	14	4	18	13	14
"YDR245W"	53	51	18	49	63	40	27	34	22	31	44	39
"YDR246W"	14	5	5	20	13	12	21	16	9	13	18	11
"YDR246W.A"	0	0	0	0	0	0	1	0	0	0	0	0
"YDR247W"	0	1	0	0	1	0	0	1	1	0	0	0
"YDR248C"	11	12	2	8	16	12	29	41	12	26	35	29
"YDR249C"	2	2	0	3	2	1	2	4	0	2	4	5
"YDR250C"	0	0	0	0	0	0	0	0	0	0	1	0
"YDR251W"	4	4	1	4	5	7	14	24	9	11	15	15
"YDR252W"	7	4	1	6	6	3	10	6	8	10	9	9
"YDR253C"	3	4	1	4	6	0	2	0	1	1	0	0
"YDR254W"	0	2	1	2	4	3	4	10	2	5	11	7
"YDR255C"	0	0	0	1	1	0	1	7	2	2	2	4
"YDR256C"	0	0	0	0	0	0	1	0	0	3	1	1
"YDR257C"	13	17	6	10	12	17	16	14	11	16	15	8
"YDR258C"	9	9	2	8	6	5	29	35	14	34	29	21
"YDR259C"	0	2	0	3	1	1	4	4	3	1	0	0
"YDR260C"	13	18	4	14	17	15	41	45	26	42	34	26
"YDR261C"	16	25	9	20	11	18	39	35	15	29	46	23
"YDR261W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR261W.B"	0	1	0	0	0	0	0	0	0	0	0	0
"YDR261C.D"	0	0	0	0	0	1	0	0	0	0	0	0
"YDR261C.C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR262W"	20	29	13	16	28	14	22	31	12	32	26	32
"YDR263C"	0	1	0	4	0	1	1	4	0	4	2	0
"YDR264C"	15	18	4	19	19	10	40	56	20	50	42	35
"YDR265W"	1	3	0	3	2	1	8	11	11	4	8	9
"YDR266C"	13	21	6	19	16	15	9	16	2	11	14	10
"YDR267C"	3	6	1	13	5	0	8	10	3	5	10	6
"YDR268W"	6	7	6	4	6	8	11	18	10	12	10	10
"YDR269C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR270W"	4	6	3	6	2	4	11	7	5	10	17	15
"YDR271C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR272W"	46	48	18	39	35	26	89	115	57	101	83	90
"YDR273W"	1	2	1	3	0	0	4	1	0	4	2	1
"YDR274C"	0	0	0	0	0	0	1	0	0	0	0	0
"YDR275W"	6	15	2	11	17	7	32	36	18	37	33	25
"YDR276C"	645	705	263	753	702	527	1386	1795	794	1339	1611	1235
"YDR277C"	2	4	1	2	2	2	3	2	3	3	4	1
"YDR278C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR279W"	10	11	3	15	12	7	5	6	6	9	4	7
"YDR280W"	41	31	12	40	32	23	10	12	6	13	18	14
"YDR281C"	77	70	21	77	48	33	8	3	5	8	3	3
"YDR282C"	3	10	3	5	1	5	8	13	1	6	9	10
"YDR283C"	10	5	2	10	9	5	9	15	11	15	14	11
"YDR284C"	28	29	11	23	15	13	64	84	37	71	90	71
"YDR285W"	0	1	0	0	1	0	1	2	0	1	2	0
"YDR286C"	13	10	3	10	11	8	22	23	21	19	29	20
"YDR287W"	10	13	3	8	18	10	40	42	18	32	45	37
"YDR288W"	11	15	2	11	6	3	14	18	4	17	17	14
"YDR289C"	5	14	5	9	7	7	6	11	2	7	4	5
"YDR290W"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR291W"	1	3	0	1	0	2	6	4	3	2	6	3
"YDR292C"	19	15	8	13	14	24	19	30	13	31	17	20
"YDR293C"	2	4	2	4	3	2	11	9	6	17	17	13
"YDR294C"	18	29	9	20	20	11	40	51	22	32	35	27
"YDR295C"	7	6	2	10	6	2	3	10	1	3	7	10
"YDR296W"	20	20	6	25	29	19	37	43	22	32	33	40
"YDR297W"	37	50	16	48	41	29	25	28	10	21	23	14
"YDR298C"	119	121	45	118	122	74	175	193	103	144	173	136
"YDR299W"	17	17	12	16	17	15	0	0	0	0	0	0
"YDR300C"	41	39	16	44	35	33	7	8	3	7	4	3
"YDR301W"	6	6	2	8	5	4	13	15	7	6	10	6
"YDR302W"	32	39	9	37	28	31	29	30	13	24	30	21
"YDR303C"	10	9	2	9	10	5	12	10	6	19	19	6
"YDR304C"	152	161	52	146	134	111	259	290	138	207	241	176
"YDR305C"	12	9	5	7	7	9	6	18	5	13	15	9
"YDR306C"	4	11	3	8	11	7	19	35	12	15	24	11
"YDR307W"	10	8	1	13	11	9	21	21	9	13	20	20
"YDR308C"	13	24	3	20	19	18	18	28	11	11	14	19
"YDR309C"	18	18	4	17	12	19	46	48	19	38	26	35
"YDR310C"	12	7	3	11	8	6	9	11	6	7	11	8
"YDR311W"	7	4	4	7	15	4	11	10	11	9	10	8
"YDR312W"	9	17	6	13	15	16	2	0	2	5	4	3
"YDR313C"	1	5	2	2	6	4	7	8	2	4	8	2
"YDR314C"	0	1	0	2	0	1	0	7	0	0	4	4
"YDR315C"	2	2	2	6	2	8	9	6	6	7	8	7
"YDR316W"	9	14	2	11	9	4	15	22	6	13	14	14
"YDR316W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR316W.B"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR317W"	0	1	0	1	0	0	2	1	0	1	2	3
"YDR318W"	5	3	0	6	8	3	8	10	3	5	11	9
"YDR319C"	9	14	3	14	12	7	17	34	16	28	30	26
"YDR320C"	13	9	6	10	15	8	11	16	7	9	16	11
"YDR320C.A"	9	1	3	2	4	4	8	7	4	12	8	8
"YDR320W.B"	2	3	0	2	0	0	5	3	1	3	3	2
"YDR321W"	100	95	33	129	100	71	21	32	9	20	26	17
"YDR322W"	11	24	8	16	14	9	8	24	9	18	18	14
"YDR322C.A"	87	93	29	93	119	68	158	225	81	148	172	172
"YDR323C"	1	1	2	1	4	2	7	4	4	2	3	2
"YDR324C"	4	8	4	10	4	6	0	0	0	0	0	0
"YDR325W"	2	2	4	6	2	3	4	3	4	3	3	4
"YDR326C"	6	6	1	8	7	4	7	18	0	9	7	10
"YDR327W"	0	0	0	1	0	0	0	0	0	0	0	0
"YDR328C"	69	87	27	89	72	44	108	154	69	136	129	101
"YDR329C"	18	20	5	11	19	9	26	35	9	15	27	21
"YDR330W"	9	11	1	9	6	4	14	15	7	17	10	11
"YDR331W"	13	6	2	19	18	15	11	15	10	9	15	9
"YDR332W"	2	4	1	5	6	1	4	2	2	6	4	7
"YDR333C"	17	19	8	14	17	6	16	9	5	16	19	19
"YDR334W"	10	13	1	10	6	10	13	24	7	6	22	8
"YDR335W"	10	6	7	12	18	17	18	21	11	19	26	20
"YDR336W"	11	7	4	12	10	9	12	16	3	11	9	14
"YDR337W"	17	11	5	18	24	15	15	19	7	21	26	12
"YDR338C"	2	4	1	2	1	6	8	9	2	9	7	2
"YDR339C"	77	67	24	81	64	53	22	24	15	21	24	23
"YDR340W"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR341C"	122	119	48	132	131	75	46	74	24	46	49	53
"YDR342C"	4	3	2	8	2	4	16	18	10	8	8	8
"YDR343C"	0	0	0	0	0	1	0	1	2	1	0	3
"YDR344C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR345C"	220	198	70	173	182	158	100	135	60	98	124	110
"YDR346C"	65	93	28	87	73	50	41	41	22	47	41	39
"YDR347W"	26	23	8	17	24	11	19	37	21	26	33	21
"YDR348C"	9	12	4	14	9	8	16	18	8	14	19	13
"YDR349C"	17	16	9	20	23	18	31	34	18	27	33	30
"YDR350C"	6	2	0	7	7	6	13	27	5	13	16	16
"YDR351W"	8	7	2	10	7	4	11	22	10	11	13	8
"YDR352W"	4	2	1	2	4	3	4	8	7	8	3	5
"YDR353W"	184	159	68	203	197	117	333	434	174	330	385	301
"YDR354W"	24	17	3	20	18	20	55	62	25	55	83	55
"YDR354C.A"	0	0	0	0	0	0	1	0	0	0	0	0
"YDR355C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR356W"	2	1	2	2	1	1	1	4	2	5	5	2
"YDR357C"	18	24	6	25	23	20	16	16	7	13	14	12
"YDR358W"	2	3	0	2	1	1	14	9	6	7	14	5
"YDR359C"	5	5	2	6	4	1	8	6	5	6	6	10
"YDR360W"	0	0	0	0	0	1	0	0	0	0	0	1
"YDR361C"	61	60	23	68	61	51	3	10	6	5	6	7
"YDR362C"	3	7	1	3	9	1	8	9	5	6	2	4
"YDR363W"	5	9	2	6	6	6	12	15	3	18	13	12
"YDR363W.A"	12	21	8	15	16	8	20	24	16	16	21	14
"YDR364C"	12	9	1	16	9	3	6	8	3	3	7	9
"YDR365C"	35	34	16	32	40	25	1	2	0	3	0	0
"YDR365W.B"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR365W.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR366C"	21	27	12	18	21	21	49	56	23	44	45	41
"YDR367W"	44	48	16	49	43	30	50	43	24	34	42	32
"YDR368W"	45	54	9	55	59	45	84	102	58	80	94	78
"YDR369C"	5	4	0	2	4	1	8	5	2	4	9	3
"YDR370C"	11	11	5	12	13	10	6	7	1	5	9	7
"YDR371W"	10	4	1	3	7	3	12	13	6	11	8	8
"YDR371C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR372C"	53	53	37	62	61	39	45	51	28	43	55	37
"YDR373W"	9	12	1	14	12	10	16	27	12	23	17	22
"YDR374C"	1	0	0	0	1	0	1	0	0	1	0	0
"YDR374W.A"	10	10	2	12	12	8	48	49	17	51	44	34
"YDR375C"	12	7	3	4	7	5	9	11	5	6	8	13
"YDR376W"	9	20	5	15	9	12	10	21	10	11	14	9
"YDR377W"	120	129	47	149	152	95	264	340	139	224	278	211
"YDR378C"	136	128	45	131	145	106	151	194	76	130	177	150
"YDR379W"	3	4	0	5	5	4	14	11	3	7	4	12
"YDR379C.A"	4	7	3	4	9	5	63	79	44	60	64	50
"YDR380W"	5	1	2	2	1	2	141	175	74	140	158	126
"YDR381W"	135	141	45	149	123	113	77	117	62	81	102	78
"YDR381C.A"	6	6	4	9	14	7	8	12	4	11	16	5
"YDR382W"	2120	2310	783	2318	2205	1609	778	1024	481	793	894	729
"YDR383C"	6	3	2	1	1	5	6	7	3	4	6	3
"YDR384C"	30	47	13	39	37	25	4	8	4	16	8	13
"YDR385W"	607	636	237	648	630	458	264	301	165	222	290	235
"YDR386W"	5	3	1	8	5	2	4	8	6	5	7	3
"YDR387C"	0	6	0	3	5	3	16	19	9	20	20	11
"YDR388W"	38	40	13	35	43	29	93	95	49	86	75	65
"YDR389W"	1	5	2	5	3	2	1	11	4	6	4	9
"YDR390C"	13	18	7	12	10	9	6	12	3	15	13	10
"YDR391C"	12	9	6	12	20	13	62	77	41	72	60	44
"YDR392W"	8	2	2	11	8	8	10	13	6	9	10	8
"YDR393W"	6	9	3	11	8	3	15	19	6	14	12	11
"YDR394W"	60	50	16	58	67	38	67	91	32	73	77	54
"YDR395W"	20	35	11	21	26	23	9	9	1	3	8	7
"YDR396W"	0	0	1	0	0	2	0	0	0	0	0	0
"YDR397C"	67	81	17	65	72	39	42	42	25	38	33	27
"YDR398W"	31	18	14	39	29	14	4	4	0	1	2	2
"YDR399W"	283	295	105	319	290	208	18	22	9	11	22	15
"YDR400W"	6	5	1	9	5	4	11	8	9	6	5	7
"YDR401W"	0	0	0	0	0	0	0	1	0	0	0	1
"YDR402C"	0	0	0	0	0	0	1	0	0	2	0	1
"YDR403W"	0	0	0	1	0	0	0	0	0	1	2	2
"YDR404C"	69	83	25	99	91	56	82	70	36	75	79	69
"YDR405W"	11	11	4	6	9	6	13	14	6	8	7	11
"YDR406W"	4	0	1	1	0	0	13	8	1	3	13	4
"YDR406W.A"	0	0	0	0	0	0	0	0	0	2	0	0
"YDR407C"	5	10	1	5	4	6	15	7	6	10	21	11
"YDR408C"	63	72	15	55	67	54	66	80	36	58	74	56
"YDR409W"	2	1	0	0	0	0	3	1	2	1	3	1
"YDR410C"	5	10	3	11	11	11	22	16	11	16	19	14
"YDR411C"	14	18	4	30	24	13	32	43	19	30	38	31
"YDR412W"	49	60	21	55	49	40	4	1	3	8	6	3
"YDR413C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR414C"	4	7	1	4	8	2	10	7	4	3	8	2
"YDR415C"	8	3	0	8	3	3	11	17	11	10	12	8
"YDR416W"	3	9	3	9	2	4	5	5	2	4	7	3
"YDR417C"	0	1	0	1	2	0	0	2	1	1	1	0
"YDR418W"	2299	2496	901	2562	2397	1798	564	714	366	595	634	478
"YDR419W"	2	0	0	0	0	1	3	5	1	4	1	3
"YDR420W"	6	2	1	4	1	3	10	10	5	14	9	6
"YDR421W"	1	5	1	3	7	1	8	8	6	10	5	7
"YDR422C"	5	10	7	15	10	6	11	19	6	11	12	20
"YDR423C"	10	3	2	11	13	4	14	29	11	22	23	17
"YDR424C"	14	25	8	11	15	7	27	32	9	28	26	28
"YDR425W"	0	2	0	1	2	0	3	6	2	6	10	3
"YDR426C"	1	1	0	1	0	0	1	0	0	0	0	0
"YDR427W"	52	59	15	62	61	39	69	97	28	50	54	67
"YDR428C"	21	19	8	28	24	9	12	14	13	16	8	11
"YDR429C"	95	136	37	98	98	68	26	40	20	32	20	28
"YDR430C"	9	7	1	7	6	6	11	12	7	15	25	14
"YDR431W"	0	0	0	0	0	0	0	0	0	0	1	0
"YDR432W"	1	0	0	1	0	0	1	1	0	1	1	1
"YDR433W"	0	4	1	2	8	3	8	9	1	11	6	12
"YDR434W"	21	22	5	23	16	13	18	20	11	24	12	17
"YDR435C"	11	28	4	10	14	12	27	32	22	29	42	23
"YDR436W"	1	3	0	0	3	0	8	8	5	7	12	5
"YDR437W"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR438W"	2	2	0	2	1	2	6	6	3	7	9	4
"YDR439W"	4	6	1	4	6	3	5	3	4	4	13	5
"YDR440W"	14	10	6	15	10	7	3	6	3	1	6	4
"YDR441C"	33	44	16	37	27	38	13	24	18	13	22	16
"YDR442W"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR443C"	0	0	1	3	3	4	6	3	0	1	4	2
"YDR444W"	9	9	8	2	8	2	2	9	3	7	7	6
"YDR445C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR446W"	0	0	0	0	0	0	0	0	0	1	0	0
"YDR447C"	919	991	340	1055	1018	736	151	198	102	158	201	140
"YDR448W"	0	0	0	3	3	1	0	1	2	0	1	0
"YDR449C"	22	25	14	24	19	15	0	0	0	0	0	0
"YDR450W"	2437	2807	994	2792	2652	1930	721	919	453	712	801	644
"YDR451C"	15	13	9	19	11	11	22	17	14	19	14	12
"YDR452W"	31	29	6	37	30	24	67	67	37	53	73	54
"YDR453C"	5	5	2	8	6	8	56	80	43	58	75	54
"YDR454C"	295	317	84	307	289	209	158	217	89	158	178	157
"YDR455C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR456W"	18	20	7	20	18	18	28	44	15	33	32	28
"YDR457W"	30	37	12	28	38	25	44	59	22	46	65	49
"YDR458C"	13	9	2	10	11	11	23	22	12	7	18	15
"YDR459C"	9	8	0	8	4	6	7	17	3	8	21	13
"YDR460W"	9	12	7	14	6	5	9	15	4	10	14	10
"YDR461W"	0	0	0	0	1	0	0	1	0	0	0	0
"YDR461C.A"	3	2	2	2	1	2	10	12	6	8	7	9
"YDR462W"	17	23	9	27	22	13	30	52	24	31	35	21
"YDR463W"	6	17	2	5	9	5	11	11	9	16	11	9
"YDR464W"	4	6	4	9	5	2	4	12	7	3	6	5
"YDR464C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR465C"	40	52	15	40	46	31	1	4	0	1	0	1
"YDR466W"	4	6	2	11	3	6	9	14	5	9	7	9
"YDR467C"	0	0	0	1	1	0	0	0	0	0	1	1
"YDR468C"	27	22	6	31	21	21	37	46	22	31	49	29
"YDR469W"	6	5	1	6	5	6	7	11	4	10	12	16
"YDR470C"	5	3	1	3	1	1	2	4	2	3	3	1
"YDR471W"	1117	1095	376	1112	1143	766	75	85	37	84	90	63
"snR13"	1	0	0	1	2	1	1	1	3	0	0	0
"YDR472W"	20	33	5	29	21	29	19	27	9	18	19	18
"YDR473C"	8	9	5	4	8	3	4	13	7	3	6	5
"YDR475C"	1	3	2	5	3	0	15	27	9	18	20	17
"YDR476C"	33	22	11	21	21	21	56	59	18	36	60	39
"YDR477W"	13	14	6	16	11	11	4	10	9	11	12	13
"YDR478W"	12	5	2	10	5	5	5	3	2	5	8	2
"YDR479C"	4	12	1	10	6	4	20	30	11	23	16	20
"YDR480W"	0	0	0	1	0	0	1	2	0	0	0	0
"YDR481C"	1	1	0	4	1	2	20	19	6	8	22	11
"YDR482C"	25	20	7	21	25	15	28	32	12	22	31	27
"YDR483W"	75	95	23	101	97	70	98	120	54	115	110	83
"YDR484W"	3	5	0	1	6	2	5	9	4	5	8	2
"YDR485C"	3	2	3	2	6	3	5	8	3	4	3	1
"YDR486C"	29	33	11	38	20	25	62	56	31	50	46	48
"YDR487C"	70	71	21	79	76	49	100	125	74	85	119	88
"YDR488C"	0	0	0	0	0	0	0	2	2	0	0	0
"YDR489W"	12	3	3	13	4	6	7	20	6	9	7	10
"YDR490C"	1	5	0	3	3	2	7	7	3	10	9	6
"YDR491C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR492W"	35	30	19	33	25	24	17	9	10	21	17	8
"YDR493W"	19	21	8	22	18	8	18	29	13	17	20	15
"YDR494W"	22	15	6	18	18	7	10	10	9	12	16	10
"YDR495C"	3	3	0	3	3	3	5	13	7	5	6	7
"YDR496C"	32	49	12	39	55	35	0	1	0	1	0	2
"YDR497C"	51	56	21	62	48	49	88	99	47	82	98	69
"YDR498C"	22	21	6	17	19	11	15	19	6	12	21	19
"YDR499W"	2	1	1	2	6	0	2	7	1	3	3	4
"YDR500C"	572	611	202	666	619	444	169	174	98	178	149	125
"YDR501W"	1	0	0	0	0	1	1	0	0	0	1	1
"YDR502C"	69	49	20	61	74	41	44	89	20	54	67	67
"YDR503C"	13	7	2	10	10	3	21	20	9	19	18	16
"YDR504C"	2	2	1	1	0	0	6	9	6	5	6	9
"YDR505C"	1	0	0	0	3	1	10	10	5	10	3	7
"YDR506C"	1	2	1	2	4	2	11	10	10	8	10	7
"YDR507C"	5	10	1	8	4	1	6	14	11	8	13	8
"YDR508C"	76	62	33	86	77	47	38	51	27	25	43	30
"YDR509W"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR510W"	108	113	43	102	104	86	131	156	81	133	128	119
"YDR510C.A"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR511W"	9	19	4	21	23	16	32	61	25	42	46	31
"YDR512C"	39	50	12	37	36	21	115	155	57	107	116	94
"YDR513W"	70	86	26	72	85	68	237	267	124	201	208	207
"YDR514C"	5	4	2	5	6	2	1	1	2	1	3	1
"YDR515W"	5	5	1	6	4	3	3	0	0	6	5	0
"YDR516C"	8	11	1	9	7	7	48	73	33	48	63	51
"YDR517W"	29	38	10	32	20	25	71	98	57	77	83	68
"YDR518W"	7	8	6	9	6	5	18	23	9	19	12	17
"YDR519W"	50	67	27	66	60	40	105	149	54	121	130	110
"YDR520C"	4	4	2	2	3	2	5	8	2	4	6	4
"YDR521W"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR522C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR523C"	1	0	0	0	0	0	0	0	0	0	0	0
"YDR524C"	8	13	9	22	12	14	13	21	9	16	20	16
"YDR524W.C"	0	0	0	0	0	0	0	0	0	0	0	0
"YDR524C.B"	3388	3777	1293	3556	3386	2455	3566	4288	1934	3463	3772	3031
"YDR524C.A"	0	0	0	0	0	0	1	0	0	0	0	1
"YDR525W"	0	0	0	0	0	0	0	0	1	0	0	0
"YDR525W.A"	53	59	31	64	83	51	212	235	98	192	219	169
"YDR526C"	0	1	0	0	0	0	1	0	0	0	0	0
"YDR527W"	19	21	7	22	15	18	6	5	2	3	7	7
"snR84"	8	9	4	5	7	9	5	3	0	1	2	1
"YDR528W"	9	8	1	9	5	5	4	5	3	5	7	5
"YDR529C"	118	136	42	117	126	80	167	232	96	138	178	135
"YDR530C"	12	18	4	15	21	12	41	58	28	51	54	36
"YDR531W"	41	41	5	39	40	31	60	65	27	39	63	52
"YDR532C"	2	2	3	3	7	1	9	6	3	6	3	4
"YDR533C"	2	8	2	11	13	7	35	44	19	23	24	22
