"YLR044C"	"YHR174W"	"YPR035W"
"9544_YPDRapa"	12	10	1
"9545_YPDRapa"	24	25	5
"9546_YPDRapa"	29	26	5
"9547_YPDRapa"	25	35	2
"9548_YPDRapa"	85	76	22
"9549_YPDRapa"	31	35	16
"9550_YPDRapa"	22	12	3
"9551_YPDRapa"	12	30	3
"9552_YPDRapa"	11	21	8
"9553_YPDRapa"	21	22	7
"9554_YPDRapa"	18	13	3
"9555_YPDRapa"	28	26	7
"9556_YPDRapa"	19	23	5
"9557_YPDRapa"	16	30	4
"9558_YPDRapa"	21	31	4
"9559_YPDRapa"	19	17	3
"9560_YPDRapa"	36	51	6
"9561_YPDRapa"	7	11	5
"9562_YPDRapa"	40	29	6
"9563_YPDRapa"	25	24	3
"9564_YPDRapa"	16	16	3
"9565_YPDRapa"	9	30	5
"9566_YPDRapa"	37	28	7
"9567_YPDRapa"	20	35	4
"9568_YPDRapa"	30	20	2
"9569_YPDRapa"	19	22	5
"9570_YPDRapa"	44	102	11
"9571_YPDRapa"	11	20	5
"9572_YPDRapa"	10	31	2
"9573_YPDRapa"	23	22	2
"9574_YPDRapa"	13	8	1
"9575_YPDRapa"	41	56	6
"9576_YPDRapa"	40	28	9
"9577_YPDRapa"	20	9	4
"9578_YPDRapa"	28	24	7
"9579_YPDRapa"	21	27	3
"9580_YPDRapa"	28	21	2
"9581_YPDRapa"	35	38	6
"9582_YPDRapa"	21	14	4
"9583_YPDRapa"	28	42	9
"9584_YPDRapa"	14	24	2
"9585_YPDRapa"	9	21	2
"9586_YPDRapa"	39	28	7
"9587_YPDRapa"	11	13	4
"9588_YPDRapa"	16	16	5
"9589_YPDRapa"	44	35	5
"9590_YPDRapa"	25	27	1
"9591_YPDRapa"	23	46	4
"9592_YPDRapa"	49	47	7
"9593_YPDRapa"	34	27	6
"9594_YPDRapa"	48	69	8
"9595_YPDRapa"	13	14	2
"9596_YPDRapa"	25	21	4
"9597_YPDRapa"	14	23	2
"9598_YPDRapa"	9	8	2
"9599_YPDRapa"	72	83	16
"9600_YPDRapa"	25	29	2
"9601_YPDRapa"	13	27	2
"9602_YPDRapa"	17	14	3
"9603_YPDRapa"	18	42	8
"9604_YPDRapa"	40	63	9
"9605_YPDRapa"	23	31	4
"9606_YPDRapa"	18	38	9
"9607_YPDRapa"	28	31	5
"9608_YPDRapa"	11	18	1
"9609_YPDRapa"	11	17	7
"9610_YPDRapa"	38	44	7
"9611_YPDRapa"	20	28	1
"9612_YPDRapa"	17	33	3
"9613_YPDRapa"	66	53	9
"9614_YPDRapa"	39	35	3
"9615_YPDRapa"	26	17	0
"9616_YPDRapa"	17	22	5
"9617_YPDRapa"	21	26	11
"9618_YPDRapa"	17	19	4
"9619_YPDRapa"	29	18	3
"9620_YPDRapa"	10	12	2
"9621_YPDRapa"	61	60	12
"9622_YPDRapa"	21	23	2
"9623_YPDRapa"	13	23	1
"9624_YPDRapa"	13	12	3
"9625_YPDRapa"	17	30	6
"9626_YPDRapa"	11	20	1
"9627_YPDRapa"	28	35	4
"9628_YPDRapa"	17	14	2
"9629_YPDRapa"	33	32	6
"9630_YPDRapa"	9	7	1
"9631_YPDRapa"	17	14	0
"9632_YPDRapa"	21	25	1
"9633_YPDRapa"	11	6	5
"9634_YPDRapa"	16	17	0
"9635_YPDRapa"	15	24	9
"9636_YPDRapa"	19	26	0
"9637_YPDRapa"	18	27	4
"9638_YPDRapa"	8	14	6
"9639_YPDRapa"	36	42	11
"9640_YPDRapa"	24	34	11
"9641_YPDRapa"	19	21	2
"9642_YPDRapa"	17	27	3
"9643_YPDRapa"	26	25	5
"9644_YPDRapa"	41	36	4
"9645_YPDRapa"	28	27	4
"9646_YPDRapa"	12	24	1
"9647_YPDRapa"	48	38	13
"9648_YPDRapa"	6	10	2
"9649_YPDRapa"	28	24	0
"9650_YPDRapa"	58	36	14
"9651_YPDRapa"	26	17	1
"9652_YPDRapa"	29	21	1
"9653_YPDRapa"	19	22	3
"9654_YPDRapa"	18	22	3
"9655_YPDRapa"	15	12	4
"9656_YPDRapa"	16	15	4
"9657_YPDRapa"	10	20	1
"9658_YPDRapa"	30	18	1
"9659_YPDRapa"	7	21	5
"9660_YPDRapa"	22	15	4
"9661_YPDRapa"	19	23	1
"9662_YPDRapa"	14	16	0
"9663_YPDRapa"	10	10	2
"9664_YPDRapa"	17	24	1
"9665_YPDRapa"	20	22	3
"9666_YPDRapa"	14	19	4
"9667_YPDRapa"	17	23	3
"9668_YPDRapa"	15	13	2
"9669_YPDRapa"	22	17	4
"9670_YPDRapa"	5	11	4
"9671_YPDRapa"	12	19	6
"9672_YPDRapa"	48	63	10
"9673_YPDRapa"	13	26	2
"9674_YPDRapa"	39	33	4
"9675_YPDRapa"	79	36	5
"9676_YPDRapa"	22	34	4
"9677_YPDRapa"	21	36	5
"9678_YPDRapa"	14	21	8
"9679_YPDRapa"	29	35	3
"9680_YPDRapa"	14	25	6
"9681_YPDRapa"	10	22	2
"9682_YPDRapa"	20	15	6
"9683_YPDRapa"	48	27	11
"9684_YPDRapa"	25	28	6
"9685_YPDRapa"	27	25	4
"9686_YPDRapa"	18	44	4
"9687_YPDRapa"	2	8	4
"9688_YPDRapa"	18	12	2
"9689_YPDRapa"	4	16	1
"9690_YPDRapa"	25	14	8
"9691_YPDRapa"	29	26	4
"9692_YPDRapa"	27	23	5
"9693_YPDRapa"	12	27	5
"9694_YPDRapa"	31	29	7
"9695_YPDRapa"	28	41	4
"9696_YPDRapa"	10	14	1
"9697_YPDRapa"	8	12	6
"9698_YPDRapa"	10	19	4
"9699_YPDRapa"	32	25	2
"9700_YPDRapa"	22	18	4
"9701_YPDRapa"	16	17	6
"9702_YPDRapa"	11	15	5
"9703_YPDRapa"	34	37	15
"9704_YPDRapa"	16	21	0
"9705_YPDRapa"	24	26	8
"9706_YPDRapa"	31	57	14
"9707_YPDRapa"	16	15	2
"9708_YPDRapa"	21	16	6
"9709_YPDRapa"	13	27	6
"9710_YPDRapa"	26	43	8
"9711_YPDRapa"	46	36	3
"9712_YPDRapa"	36	47	12
"9713_YPDRapa"	30	47	13
"9714_YPDRapa"	42	40	4
"9715_YPDRapa"	21	50	7
"9716_YPDRapa"	40	67	22
"9717_YPDRapa"	20	31	3
"9718_YPDRapa"	30	25	1
"9719_YPDRapa"	19	30	9
"9720_YPDRapa"	26	51	10
"9721_YPDRapa"	19	26	3
"9722_YPDRapa"	29	45	5
"9723_YPDRapa"	22	18	1
"9724_YPDRapa"	18	20	7
"9725_YPDRapa"	13	24	8
"9726_YPDRapa"	14	28	4
"9727_YPDRapa"	37	32	3
"9728_YPDRapa"	33	68	19
"9729_YPDRapa"	8	17	9
"9730_YPDRapa"	52	75	5
"9731_YPDRapa"	11	13	3
"9732_YPDRapa"	25	32	10
"9733_YPDRapa"	20	30	4
"9734_YPDRapa"	9	11	1
"9735_YPDRapa"	24	29	5
"9736_YPDRapa"	12	10	1
"9737_YPDRapa"	17	27	2
"9738_YPDRapa"	18	18	2
"9739_YPDRapa"	21	18	6
"9740_YPDRapa"	19	26	2
"9741_YPDRapa"	34	26	2
"9742_YPDRapa"	23	29	9
"9743_YPDRapa"	16	34	1
"9744_YPDRapa"	18	23	3
"9745_YPDRapa"	11	4	5
"9746_YPDRapa"	17	16	4
"9747_YPDRapa"	10	14	6
"9748_YPDRapa"	42	37	9
"9749_YPDRapa"	44	47	4
"9750_YPDRapa"	27	10	5
"9751_YPDRapa"	29	24	4
"9752_YPDRapa"	19	23	1
"9753_YPDRapa"	22	21	2
"9754_YPDRapa"	16	27	3
"9755_YPDRapa"	75	95	16
"9756_YPDRapa"	51	60	8
"9757_YPDRapa"	42	66	6
"9758_YPDRapa"	45	42	7
"9759_YPDRapa"	14	40	8
"9760_YPDRapa"	17	27	4
"9761_YPDRapa"	12	24	2
"9762_YPDRapa"	7	16	1
"9763_YPDRapa"	16	17	6
"9764_YPDRapa"	30	36	5
"9765_YPDRapa"	7	20	3
"9766_YPDRapa"	15	23	7
"9767_YPDRapa"	32	18	4
"9768_YPDRapa"	26	34	6
"9769_YPDRapa"	13	19	6
"9770_YPDRapa"	17	27	10
"9771_YPDRapa"	35	26	3
"9772_YPDRapa"	37	49	5
"9773_YPDRapa"	9	4	6
"9774_YPDRapa"	32	56	11
"9775_YPDRapa"	17	21	4
"9776_YPDRapa"	11	18	9
"9777_YPDRapa"	77	100	10
"9778_YPDRapa"	26	20	4
"9779_YPDRapa"	11	15	2
"9780_YPDRapa"	8	15	7
"9781_YPDRapa"	40	53	6
"9782_YPDRapa"	15	11	3
"9783_YPDRapa"	14	17	6
"9784_YPDRapa"	29	35	9
"9785_YPDRapa"	10	17	3
"9786_YPDRapa"	16	27	4
"9787_YPDRapa"	34	36	9
"9788_YPDRapa"	24	23	4
"9789_YPDRapa"	15	26	5
"9790_YPDRapa"	32	41	3
"9791_YPDRapa"	48	40	12
"9792_YPDRapa"	21	28	7
"9793_YPDRapa"	26	28	4
"9794_YPDRapa"	10	14	2
"9795_YPDRapa"	120	192	28
"9796_YPDRapa"	36	55	6
"9797_YPDRapa"	30	27	2
"9798_YPDRapa"	35	36	4
"9799_YPDRapa"	12	23	3
"9800_YPDRapa"	27	24	0
"9801_YPDRapa"	14	11	1
"9802_YPDRapa"	10	11	2
"9803_YPDRapa"	24	25	5
"9804_YPDRapa"	14	19	2
"9805_YPDRapa"	41	40	6
"9806_YPDRapa"	20	28	5
"9807_YPDRapa"	37	44	3
"9808_YPDRapa"	34	39	12
"9809_YPDRapa"	36	19	3
"9810_YPDRapa"	20	23	6
"9811_YPDRapa"	11	13	1
"9812_YPDRapa"	20	12	3
"9813_YPDRapa"	42	42	7
"9814_YPDRapa"	21	25	2
"9815_YPDRapa"	6	20	7
"9816_YPDRapa"	14	7	3
"9817_YPDRapa"	45	69	5
"9818_YPDRapa"	53	54	8
"9819_YPDRapa"	10	21	7
"9820_YPDRapa"	77	57	19
"9821_YPDRapa"	11	9	2
"9822_YPDRapa"	22	33	6
"9823_YPDRapa"	15	15	4
"9824_YPDRapa"	16	17	7
"9825_YPDRapa"	46	49	8
"9826_YPDRapa"	50	49	10
"9827_YPDRapa"	24	16	3
"9828_YPDRapa"	42	34	2
"9829_YPDRapa"	17	13	0
"9830_YPDRapa"	13	25	5
"9831_YPDRapa"	61	75	16
"9832_YPDRapa"	14	17	7
"9833_YPDRapa"	22	31	1
"9834_YPDRapa"	53	45	6
"9835_YPDRapa"	3	18	3
"9836_YPDRapa"	24	25	6
"9837_YPDRapa"	19	29	6
"9838_YPDRapa"	33	52	7
"9839_YPDRapa"	20	25	6
"9840_YPDRapa"	16	24	1
"9841_YPDRapa"	26	42	15
"9842_YPDRapa"	22	21	2
"9843_YPDRapa"	24	26	4
"9844_YPDRapa"	14	13	5
"9845_YPDRapa"	7	10	4
"9846_YPDRapa"	20	20	4
"9847_YPDRapa"	23	23	8
"9848_YPDRapa"	37	43	7
"9849_YPDRapa"	82	76	16
"9850_YPDRapa"	34	60	22
"9851_YPDRapa"	14	13	0
"9852_YPDRapa"	14	18	7
"9853_YPDRapa"	27	26	7
"9854_YPDRapa"	17	28	5
"9855_YPDRapa"	9	16	11
"9856_YPDRapa"	11	28	4
"9857_YPDRapa"	9	22	1
"9858_YPDRapa"	18	32	4
"9859_YPDRapa"	12	16	11
"9860_YPDRapa"	16	8	0
"9861_YPDRapa"	8	7	3
"9862_YPDRapa"	36	38	5
"9863_YPDRapa"	23	23	2
"9864_YPDRapa"	14	17	5
"9865_YPDRapa"	14	35	6
"9866_YPDRapa"	22	26	5
"9867_YPDRapa"	27	27	7
"9868_YPDRapa"	36	37	13
"9869_YPDRapa"	25	25	8
"9870_YPDRapa"	19	24	3
"9871_YPDRapa"	22	38	4
"9872_YPDRapa"	27	19	8
"9873_YPDRapa"	28	25	7
"9874_YPDRapa"	26	30	1
"9875_YPDRapa"	39	51	8
"9876_YPDRapa"	19	25	5
"9877_YPDRapa"	18	34	6
"9878_YPDRapa"	31	32	11
"9879_YPDRapa"	25	23	4
"9880_YPDRapa"	22	30	4
"9881_YPDRapa"	28	21	3
"9882_YPDRapa"	16	22	3
"9883_YPDRapa"	12	23	8
"9884_YPDRapa"	17	27	5
"9885_YPDRapa"	31	33	5
"9886_YPDRapa"	26	31	4
"9887_YPDRapa"	27	21	4
"9888_YPDRapa"	12	16	1
"9889_YPDRapa"	35	25	7
"9890_YPDRapa"	23	10	4
"9891_YPDRapa"	40	21	3
"9892_YPDRapa"	19	8	0
"9893_YPDRapa"	11	16	0
"9894_YPDRapa"	19	21	4
"9895_YPDRapa"	43	58	8
"9896_YPDRapa"	17	21	4
"9897_YPDRapa"	16	22	5
"9898_YPDRapa"	14	18	5
"9899_YPDRapa"	14	11	4
"9900_YPDRapa"	46	40	17
"9901_YPDRapa"	26	24	4
"9902_YPDRapa"	22	20	6
"9903_YPDRapa"	24	26	7
"9904_YPDRapa"	37	27	10
"9905_YPDRapa"	16	12	0
"9906_YPDRapa"	54	61	8
"9907_YPDRapa"	32	33	8
"9908_YPDRapa"	43	39	12
"9909_YPDRapa"	31	22	5
"9910_YPDRapa"	39	62	18
"9911_YPDRapa"	57	38	5
"9912_YPDRapa"	13	32	2
"9913_YPDRapa"	49	55	6
"9914_YPDRapa"	7	11	5
"9915_YPDRapa"	17	14	4
"9916_YPDRapa"	14	20	2
"9917_YPDRapa"	39	16	1
"9918_YPDRapa"	57	56	24
"9919_YPDRapa"	18	20	2
"9920_YPDRapa"	11	11	6
"9921_YPDRapa"	61	55	14
"9922_YPDRapa"	15	11	4
"9923_YPDRapa"	19	20	3
"9924_YPDRapa"	22	17	1
"9925_YPDRapa"	18	12	5
"9926_YPDRapa"	27	30	7
"9927_YPDRapa"	42	58	4
"9928_YPDRapa"	26	29	8
"9929_YPDRapa"	55	71	11
"9930_YPDRapa"	15	29	2
"9931_YPDRapa"	16	20	8
"9932_YPDRapa"	30	55	7
"9933_YPDRapa"	28	33	4
"9934_YPDRapa"	22	40	11
"9935_YPDRapa"	61	77	12
"9936_YPDRapa"	30	40	7
"9937_YPDRapa"	27	23	5
"9938_YPDRapa"	39	47	10
"9939_YPDRapa"	9	14	4
"9940_YPDRapa"	25	38	3
"9941_YPDRapa"	21	18	6
"9942_YPDRapa"	16	24	4
"9943_YPDRapa"	14	21	1
"9944_YPDRapa"	12	27	4
"9945_YPDRapa"	12	9	2
"9946_YPDRapa"	9	21	10
"9947_YPDRapa"	43	47	5
"9948_YPDRapa"	24	27	5
"9949_YPDRapa"	14	38	2
"9950_YPDRapa"	37	45	14
"9951_YPDRapa"	29	17	7
"9952_YPDRapa"	27	25	2
"9953_YPDRapa"	26	26	3
"9954_YPDRapa"	27	23	5
"9955_YPDRapa"	65	47	13
"9956_YPDRapa"	16	29	1
"9957_YPDRapa"	21	32	8
"9958_YPDRapa"	22	34	3
"9959_YPDRapa"	17	35	2
"9960_YPDRapa"	21	28	13
"9961_YPDRapa"	13	29	9
"9962_YPDRapa"	14	12	6
"9963_YPDRapa"	30	20	0
"9964_YPDRapa"	11	13	6
"9965_YPDRapa"	26	45	8
"9966_YPDRapa"	22	21	4
"9967_YPDRapa"	35	36	4
"9968_YPDRapa"	13	14	5
"9969_YPDRapa"	23	27	3
"9970_YPDRapa"	8	12	3
"9971_YPDRapa"	23	25	6
"9972_YPDRapa"	18	23	3
"9973_YPDRapa"	18	14	3
"9974_YPDRapa"	31	19	3
"9975_YPDRapa"	13	8	1
"9976_YPDRapa"	21	32	0
"9977_YPDRapa"	28	46	14
"9978_YPDRapa"	10	14	0
"9979_YPDRapa"	20	11	1
"9980_YPDRapa"	26	20	7
"9981_YPDRapa"	24	26	15
"9982_YPDRapa"	35	23	5
"9983_YPDRapa"	11	19	2
"9984_YPDRapa"	30	22	2
"9985_YPDRapa"	39	53	7
"9986_YPDRapa"	16	23	7
"9987_YPDRapa"	10	2	2
"9988_YPDRapa"	6	19	4
"9989_YPDRapa"	41	33	8
"9990_YPDRapa"	24	25	5
"9991_YPDRapa"	20	25	4
"9992_YPDRapa"	40	53	14
"9993_YPDRapa"	12	20	3
"9994_YPDRapa"	16	23	4
"9995_YPDRapa"	32	42	10
"9996_YPDRapa"	22	25	5
"9997_YPDRapa"	50	46	8
"9998_YPDRapa"	23	22	2
"9999_YPDRapa"	43	39	2
"10000_YPDRapa"	25	19	1
"10001_YPDRapa"	23	22	4
"10002_YPDRapa"	26	28	7
"10003_YPDRapa"	40	26	11
"10004_YPDRapa"	14	23	3
"10005_YPDRapa"	44	60	15
"10006_YPDRapa"	18	21	5
"10007_YPDRapa"	14	13	4
"10008_YPDRapa"	24	18	0
"10009_YPDRapa"	40	54	13
"10010_YPDRapa"	15	14	0
"10011_YPDRapa"	15	15	4
"10012_YPDRapa"	41	31	10
"10013_YPDRapa"	14	16	1
"10014_YPDRapa"	26	34	7
"10015_YPDRapa"	33	26	6
"10016_YPDRapa"	22	42	7
"10017_YPDRapa"	9	27	7
"10018_YPDRapa"	25	14	1
"10019_YPDRapa"	14	18	3
"10020_YPDRapa"	8	9	0
"10021_YPDRapa"	15	12	6
"10022_YPDRapa"	8	14	1
"10023_YPDRapa"	38	32	0
"10024_YPDRapa"	39	46	9
"10025_YPDRapa"	9	13	3
"10026_YPDRapa"	9	21	9
"10027_YPDRapa"	21	14	8
"10028_YPDRapa"	62	27	3
"10029_YPDRapa"	16	31	6
"10030_YPDRapa"	21	25	1
"10031_YPDRapa"	9	18	1
"10032_YPDRapa"	18	21	6
"10033_YPDRapa"	34	64	8
"10034_YPDRapa"	13	16	4
"10035_YPDRapa"	42	41	1
"10036_YPDRapa"	13	17	5
"10037_YPDRapa"	29	48	6
"10038_YPDRapa"	22	29	4
"10039_YPDRapa"	72	43	4
"10040_YPDRapa"	29	36	6
"10041_YPDRapa"	14	34	0
"10042_YPDRapa"	53	73	14
"10043_YPDRapa"	14	25	6
"10044_YPDRapa"	18	23	2
"10045_YPDRapa"	28	23	5
"10046_YPDRapa"	20	9	0
"10047_YPDRapa"	22	34	5
"10048_YPDRapa"	19	16	0
"10049_YPDRapa"	11	16	4
"10050_YPDRapa"	31	35	4
"10051_YPDRapa"	15	28	4
"10052_YPDRapa"	16	16	3
"10053_YPDRapa"	19	27	3
"10054_YPDRapa"	8	5	1
"10055_YPDRapa"	18	32	3
"10056_YPDRapa"	16	21	4
"10057_YPDRapa"	33	24	1
"10058_YPDRapa"	35	20	3
"10059_YPDRapa"	27	36	8
"10060_YPDRapa"	15	22	2
"10061_YPDRapa"	30	27	10
"10062_YPDRapa"	19	27	6
"10063_YPDRapa"	22	24	7
"10064_YPDRapa"	27	15	5
"10065_YPDRapa"	30	30	3
"10066_YPDRapa"	20	15	2
"10067_YPDRapa"	17	11	1
"10068_YPDRapa"	12	20	6
"10069_YPDRapa"	13	27	5
"10070_YPDRapa"	57	45	4
"10071_YPDRapa"	20	7	3
"10072_YPDRapa"	31	31	16
"10073_YPDRapa"	15	27	3
"10074_YPDRapa"	20	11	1
"10075_YPDRapa"	25	22	6
"10076_YPDRapa"	37	60	10
"10077_YPDRapa"	25	27	10
"10078_YPDRapa"	36	38	9
"10079_YPDRapa"	23	25	6
"10080_YPDRapa"	4	12	2
"10081_YPDRapa"	14	19	0
"10082_YPDRapa"	27	26	2
"10083_YPDRapa"	47	52	5
"10084_YPDRapa"	23	15	6
"10085_YPDRapa"	23	24	5
"10086_YPDRapa"	16	14	2
"10087_YPDRapa"	25	36	3
"10088_YPDRapa"	27	49	8
"10089_YPDRapa"	50	59	11
"10090_YPDRapa"	49	58	10
"10091_YPDRapa"	21	19	7
"10092_YPDRapa"	26	21	5
"10093_YPDRapa"	7	20	23
"10094_YPDRapa"	64	42	8
"10095_YPDRapa"	19	29	1
"10096_YPDRapa"	18	23	3
"10097_YPDRapa"	41	49	14
"10098_YPDRapa"	26	34	4
"10099_YPDRapa"	12	18	2
"10100_YPDRapa"	22	14	1
"10101_YPDRapa"	20	13	0
"10102_YPDRapa"	19	18	1
"10103_YPDRapa"	80	99	13
"10104_YPDRapa"	17	36	6
"10105_YPDRapa"	20	22	11
"10106_YPDRapa"	14	15	2
"10107_YPDRapa"	11	23	2
"10108_YPDRapa"	17	24	4
"10109_YPDRapa"	20	27	0
"10110_YPDRapa"	54	46	10
"10111_YPDRapa"	4	15	3
"10112_YPDRapa"	33	24	13
"10113_YPDRapa"	27	42	3
"10114_YPDRapa"	44	66	14
"10115_YPDRapa"	17	11	2
"10116_YPDRapa"	18	21	0
"10117_YPDRapa"	39	70	5
"10118_YPDRapa"	23	39	5
"10119_YPDRapa"	12	25	5
"10120_YPDRapa"	8	9	4
"10121_YPDRapa"	16	25	10
"10122_YPDRapa"	13	13	5
"10123_YPDRapa"	34	32	6
"10124_YPDRapa"	13	27	1
"10125_YPDRapa"	12	23	4
"10126_YPDRapa"	22	39	7
"10127_YPDRapa"	22	31	21
"10128_YPDRapa"	25	15	2
"10129_YPDRapa"	34	48	5
"10130_YPDRapa"	32	42	10
"10131_YPDRapa"	16	25	3
"10132_YPDRapa"	12	23	7
"10133_YPDRapa"	25	28	5
"10134_YPDRapa"	22	29	4
"10135_YPDRapa"	8	17	6
"10136_YPDRapa"	70	37	5
"10137_YPDRapa"	16	27	1
"10138_YPDRapa"	12	19	2
"10139_YPDRapa"	24	32	4
"10140_YPDRapa"	54	44	6
"10141_YPDRapa"	59	51	10
"10142_YPDRapa"	29	30	4
"10143_YPDRapa"	13	17	0
"10144_YPDRapa"	31	15	2
"10145_YPDRapa"	12	15	3
"10146_YPDRapa"	17	10	2
"10147_YPDRapa"	13	9	1
"10148_YPDRapa"	18	10	1
"10149_YPDRapa"	9	10	2
"10150_YPDRapa"	19	23	3
"10151_YPDRapa"	14	19	7
"10152_YPDRapa"	22	18	3
"10153_YPDRapa"	29	31	6
"10154_YPDRapa"	29	36	7
"10155_YPDRapa"	7	9	5
"10156_YPDRapa"	33	32	6
"10157_YPDRapa"	14	22	4
"10158_YPDRapa"	14	21	3
"10159_YPDRapa"	20	35	11
"10160_YPDRapa"	5	18	3
"10161_YPDRapa"	25	25	7
"10162_YPDRapa"	23	41	8
"10163_YPDRapa"	20	15	4
"10164_YPDRapa"	24	12	2
"10165_YPDRapa"	14	16	1
"10166_YPDRapa"	46	45	3
"10167_YPDRapa"	52	26	9
"10168_YPDRapa"	16	25	5
"10169_YPDRapa"	37	48	6
"10170_YPDRapa"	31	39	9
"10171_YPDRapa"	15	19	7
"10172_YPDRapa"	10	14	2
"10173_YPDRapa"	8	13	3
"10174_YPDRapa"	12	11	6
"10175_YPDRapa"	12	26	7
"10176_YPDRapa"	13	18	1
"10177_YPDRapa"	31	53	6
"10178_YPDRapa"	13	16	2
"10179_YPDRapa"	3	17	3
"10180_YPDRapa"	17	46	5
"10181_YPDRapa"	20	26	3
"10182_YPDRapa"	12	19	4
"10183_YPDRapa"	13	13	2
"10184_YPDRapa"	28	20	6
"10185_YPDRapa"	29	19	6
"10186_YPDRapa"	37	16	6
"10187_YPDRapa"	4	12	2
"10188_YPDRapa"	55	70	12
"10189_YPDRapa"	11	23	7
"10190_YPDRapa"	22	42	7
"10191_YPDRapa"	10	32	10
"10192_YPDRapa"	22	16	2
"10193_YPDRapa"	24	25	7
"10194_YPDRapa"	18	13	2
"10195_YPDRapa"	16	31	4
"10196_YPDRapa"	20	23	4
"10197_YPDRapa"	20	21	5
"10198_YPDRapa"	47	48	8
"10199_YPDRapa"	9	18	2
"10200_YPDRapa"	23	41	6
"10201_YPDRapa"	35	38	6
"10202_YPDRapa"	20	17	10
"10203_YPDRapa"	20	44	2
"10204_YPDRapa"	35	39	11
"10205_YPDRapa"	36	44	10
"10206_YPDRapa"	39	39	6
"10207_YPDRapa"	13	18	11
"10208_YPDRapa"	23	34	5
"10209_YPDRapa"	37	18	2
"10210_YPDRapa"	13	16	1
"10211_YPDRapa"	79	84	13
"10212_YPDRapa"	26	34	14
"10213_YPDRapa"	14	16	5
"10214_YPDRapa"	26	11	2
"10215_YPDRapa"	18	26	3
"10216_YPDRapa"	28	38	3
"10217_YPDRapa"	34	21	6
"10218_YPDRapa"	25	21	2
"10219_YPDRapa"	28	37	8
"10220_YPDRapa"	36	37	8
"10221_YPDRapa"	34	37	2
"10222_YPDRapa"	23	23	5
"10223_YPDRapa"	27	37	13
"10224_YPDRapa"	29	45	10
"10225_YPDRapa"	28	18	6
"10226_YPDRapa"	7	21	3
"10227_YPDRapa"	27	25	3
"10228_YPDRapa"	18	17	1
"10229_YPDRapa"	12	32	3
"10230_YPDRapa"	7	6	2
"10231_YPDRapa"	19	30	5
"10232_YPDRapa"	34	46	3
"10233_YPDRapa"	10	13	5
"10234_YPDRapa"	29	18	3
"10235_YPDRapa"	23	25	6
"10236_YPDRapa"	27	23	2
"10237_YPDRapa"	59	48	10
"10238_YPDRapa"	10	20	3
"10239_YPDRapa"	5	9	1
"10240_YPDRapa"	61	73	9
"10241_YPDRapa"	40	26	6
"10242_YPDRapa"	11	21	2
"10243_YPDRapa"	19	33	8
"10244_YPDRapa"	38	34	7
"10245_YPDRapa"	42	41	5
"10246_YPDRapa"	20	21	10
"10247_YPDRapa"	18	28	4
"10248_YPDRapa"	5	18	4
"10249_YPDRapa"	35	34	8
"10250_YPDRapa"	40	66	12
"10251_YPDRapa"	29	37	6
"10252_YPDRapa"	14	19	8
"10253_YPDRapa"	19	12	3
"10254_YPDRapa"	5	12	6
"10255_YPDRapa"	6	21	3
"10256_YPDRapa"	11	31	4
"10257_YPDRapa"	68	84	13
"10258_YPDRapa"	27	17	4
"10259_YPDRapa"	58	53	12
"10260_YPDRapa"	43	65	12
"10261_YPDRapa"	28	33	3
"10262_YPDRapa"	19	21	3
"10263_YPDRapa"	27	22	6
"10264_YPDRapa"	14	21	4
"10265_YPDRapa"	20	32	7
"10266_YPDRapa"	14	16	2
"10267_YPDRapa"	17	11	3
"10268_YPDRapa"	22	18	8
"10269_YPDRapa"	19	15	4
"10270_YPDRapa"	34	18	5
"10271_YPDRapa"	18	23	8
"10272_YPDRapa"	29	30	4
"10273_YPDRapa"	22	25	3
"10274_YPDRapa"	15	17	3
"10275_YPDRapa"	17	19	6
"10276_YPDRapa"	31	65	7
"10277_YPDRapa"	51	60	6
"10278_YPDRapa"	23	32	7
"10279_YPDRapa"	38	46	4
"10280_YPDRapa"	19	21	6
"10281_YPDRapa"	14	20	4
"10282_YPDRapa"	27	45	7
"10283_YPDRapa"	26	13	2
"10284_YPDRapa"	29	39	10
"10285_YPDRapa"	11	7	5
"10286_YPDRapa"	21	35	4
"10287_YPDRapa"	31	35	6
"10288_YPDRapa"	30	48	4
"10289_YPDRapa"	28	45	8
"10290_YPDRapa"	27	42	3
"10291_YPDRapa"	38	45	12
"10292_YPDRapa"	34	22	2
"10293_YPDRapa"	11	19	4
"10294_YPDRapa"	6	15	4
"10295_YPDRapa"	36	57	6
"10296_YPDRapa"	20	18	5
"10297_YPDRapa"	18	26	8
"10298_YPDRapa"	20	19	2
"10299_YPDRapa"	13	22	0
"10300_YPDRapa"	34	35	8
"10301_YPDRapa"	17	29	6
"10302_YPDRapa"	70	81	16
"10303_YPDRapa"	2	5	3
"10304_YPDRapa"	21	29	3
"10305_YPDRapa"	29	32	3
"10306_YPDRapa"	34	18	10
"10307_YPDRapa"	19	29	1
"10308_YPDRapa"	31	38	4
"10309_YPDRapa"	32	38	9
"10310_YPDRapa"	22	27	6
"10311_YPDRapa"	19	22	2
"10312_YPDRapa"	12	26	2
"10313_YPDRapa"	49	54	11
"10314_YPDRapa"	12	14	1
"10315_YPDRapa"	32	16	3
"10316_YPDRapa"	19	18	3
"10317_YPDRapa"	34	24	5
"10318_YPDRapa"	29	35	5
"10319_YPDRapa"	32	45	5
