"YLR044C"	"YHR174W"	"YPR035W"
"816_YPDRapa"	24	26	4
"817_YPDRapa"	37	47	10
"818_YPDRapa"	46	76	10
"819_YPDRapa"	10	13	1
"820_YPDRapa"	16	25	6
"821_YPDRapa"	13	26	1
"822_YPDRapa"	63	68	11
"823_YPDRapa"	17	23	4
"824_YPDRapa"	14	22	4
"825_YPDRapa"	28	41	8
"826_YPDRapa"	41	38	12
"827_YPDRapa"	18	31	3
"828_YPDRapa"	56	59	9
"829_YPDRapa"	69	44	10
"830_YPDRapa"	12	24	5
"831_YPDRapa"	78	86	19
"832_YPDRapa"	44	48	6
"833_YPDRapa"	10	21	7
"834_YPDRapa"	53	36	4
"835_YPDRapa"	37	48	8
"836_YPDRapa"	10	15	3
"837_YPDRapa"	102	97	29
"838_YPDRapa"	22	35	5
"839_YPDRapa"	47	33	6
"840_YPDRapa"	33	17	8
"841_YPDRapa"	32	17	1
"842_YPDRapa"	58	56	16
"843_YPDRapa"	23	29	12
"844_YPDRapa"	35	37	5
"845_YPDRapa"	24	38	4
"846_YPDRapa"	26	24	8
"847_YPDRapa"	31	62	14
"848_YPDRapa"	45	46	4
"849_YPDRapa"	14	12	1
"850_YPDRapa"	32	32	11
"851_YPDRapa"	50	52	3
"852_YPDRapa"	40	29	8
"853_YPDRapa"	5	8	1
"854_YPDRapa"	103	88	1
"855_YPDRapa"	91	99	15
"856_YPDRapa"	45	40	7
"857_YPDRapa"	29	39	3
"858_YPDRapa"	26	31	11
"859_YPDRapa"	106	101	24
"860_YPDRapa"	77	80	46
"861_YPDRapa"	27	33	5
"862_YPDRapa"	40	44	8
"863_YPDRapa"	57	80	14
"864_YPDRapa"	42	15	4
"865_YPDRapa"	31	17	6
"866_YPDRapa"	48	76	7
"867_YPDRapa"	17	29	4
"868_YPDRapa"	23	23	4
"869_YPDRapa"	18	27	4
"870_YPDRapa"	15	22	5
"871_YPDRapa"	46	34	3
"872_YPDRapa"	49	47	8
"873_YPDRapa"	38	37	4
"874_YPDRapa"	40	55	6
"875_YPDRapa"	26	29	2
"876_YPDRapa"	13	13	2
"877_YPDRapa"	34	52	15
"878_YPDRapa"	42	48	7
"879_YPDRapa"	12	18	3
"880_YPDRapa"	15	28	3
"881_YPDRapa"	12	16	4
"882_YPDRapa"	11	24	5
"883_YPDRapa"	53	99	17
"884_YPDRapa"	16	26	5
"885_YPDRapa"	14	16	3
"886_YPDRapa"	16	26	2
"887_YPDRapa"	8	14	2
"888_YPDRapa"	27	15	5
"889_YPDRapa"	16	21	3
"890_YPDRapa"	44	43	13
"891_YPDRapa"	32	33	10
"892_YPDRapa"	22	8	1
"893_YPDRapa"	29	22	4
"894_YPDRapa"	44	36	18
"895_YPDRapa"	49	45	7
"896_YPDRapa"	17	31	6
"897_YPDRapa"	39	28	5
"898_YPDRapa"	17	24	6
"899_YPDRapa"	25	17	4
"900_YPDRapa"	18	34	9
"901_YPDRapa"	33	36	12
"902_YPDRapa"	36	46	2
"903_YPDRapa"	21	32	2
"904_YPDRapa"	13	17	6
"905_YPDRapa"	63	76	8
"906_YPDRapa"	13	19	0
"907_YPDRapa"	12	23	1
"908_YPDRapa"	37	22	2
"909_YPDRapa"	19	23	2
"910_YPDRapa"	13	17	0
"911_YPDRapa"	11	16	8
"912_YPDRapa"	24	25	0
"913_YPDRapa"	57	71	15
"914_YPDRapa"	89	106	18
"915_YPDRapa"	53	86	18
"916_YPDRapa"	87	97	33
"917_YPDRapa"	15	13	4
"918_YPDRapa"	14	27	1
"919_YPDRapa"	40	38	3
"920_YPDRapa"	13	18	9
"921_YPDRapa"	27	30	2
"922_YPDRapa"	6	22	2
"923_YPDRapa"	47	54	8
"924_YPDRapa"	46	42	13
"925_YPDRapa"	29	20	5
"926_YPDRapa"	41	18	3
"927_YPDRapa"	19	24	8
"928_YPDRapa"	45	49	7
"929_YPDRapa"	19	34	4
"930_YPDRapa"	100	134	18
"931_YPDRapa"	9	23	3
"932_YPDRapa"	59	59	20
"933_YPDRapa"	16	29	2
"934_YPDRapa"	32	22	5
"935_YPDRapa"	32	25	7
"936_YPDRapa"	35	41	7
"937_YPDRapa"	56	38	3
"938_YPDRapa"	14	12	3
"939_YPDRapa"	59	82	11
"940_YPDRapa"	54	54	12
"941_YPDRapa"	25	28	8
"942_YPDRapa"	19	27	0
"943_YPDRapa"	47	39	7
"944_YPDRapa"	17	13	2
"945_YPDRapa"	20	39	4
"946_YPDRapa"	64	79	12
"947_YPDRapa"	22	43	8
"948_YPDRapa"	29	43	5
"949_YPDRapa"	68	69	15
"950_YPDRapa"	62	41	8
"951_YPDRapa"	57	53	10
"952_YPDRapa"	33	36	5
"953_YPDRapa"	42	16	1
"954_YPDRapa"	27	31	3
"955_YPDRapa"	24	13	3
"956_YPDRapa"	59	43	19
"957_YPDRapa"	42	35	13
"958_YPDRapa"	45	43	8
"959_YPDRapa"	59	43	15
"960_YPDRapa"	12	20	4
"961_YPDRapa"	14	19	4
"962_YPDRapa"	19	34	6
"963_YPDRapa"	60	67	8
"964_YPDRapa"	66	48	5
"965_YPDRapa"	44	54	6
"966_YPDRapa"	31	38	13
"967_YPDRapa"	25	27	9
"968_YPDRapa"	30	33	9
"969_YPDRapa"	15	16	5
"970_YPDRapa"	16	36	5
"971_YPDRapa"	30	43	4
"972_YPDRapa"	37	47	5
"973_YPDRapa"	39	53	5
"974_YPDRapa"	64	29	2
"975_YPDRapa"	75	73	8
"976_YPDRapa"	19	26	3
"977_YPDRapa"	39	39	6
"978_YPDRapa"	28	22	7
"979_YPDRapa"	27	38	5
"980_YPDRapa"	15	27	3
"981_YPDRapa"	32	34	5
"982_YPDRapa"	46	39	19
"983_YPDRapa"	24	44	5
"984_YPDRapa"	50	63	17
"985_YPDRapa"	26	35	8
"986_YPDRapa"	20	28	4
"987_YPDRapa"	47	28	9
"988_YPDRapa"	16	33	0
"989_YPDRapa"	38	40	11
"990_YPDRapa"	30	31	19
"991_YPDRapa"	18	18	0
"992_YPDRapa"	32	29	4
"993_YPDRapa"	9	12	0
"994_YPDRapa"	17	15	0
"995_YPDRapa"	20	28	2
"996_YPDRapa"	60	71	22
"997_YPDRapa"	15	11	2
"998_YPDRapa"	61	75	7
"999_YPDRapa"	36	47	14
"1000_YPDRapa"	27	40	8
"1001_YPDRapa"	38	69	14
"1002_YPDRapa"	18	22	7
"1003_YPDRapa"	29	37	7
"1004_YPDRapa"	36	47	7
"1005_YPDRapa"	38	61	8
"1006_YPDRapa"	42	57	10
"1007_YPDRapa"	20	38	15
"1008_YPDRapa"	60	66	16
"1009_YPDRapa"	38	41	5
"1010_YPDRapa"	15	22	1
"1011_YPDRapa"	11	21	5
"1012_YPDRapa"	20	37	2
"1013_YPDRapa"	57	45	11
"1014_YPDRapa"	8	19	2
"1015_YPDRapa"	39	48	8
"1016_YPDRapa"	21	14	5
"1017_YPDRapa"	35	33	4
"1018_YPDRapa"	17	22	2
"1019_YPDRapa"	61	48	7
"1020_YPDRapa"	55	56	14
"1021_YPDRapa"	12	14	1
"1022_YPDRapa"	24	35	5
"1023_YPDRapa"	49	61	13
"1024_YPDRapa"	50	38	7
"1025_YPDRapa"	43	40	9
"1026_YPDRapa"	15	33	8
"1027_YPDRapa"	15	15	2
"1028_YPDRapa"	18	30	3
"1029_YPDRapa"	44	44	8
"1030_YPDRapa"	20	21	3
"1031_YPDRapa"	59	92	21
"1032_YPDRapa"	20	22	4
"1033_YPDRapa"	13	23	6
"1034_YPDRapa"	36	33	14
"1035_YPDRapa"	49	46	18
"1036_YPDRapa"	64	75	7
"1037_YPDRapa"	15	16	0
"1038_YPDRapa"	23	31	4
"1039_YPDRapa"	29	22	9
"1040_YPDRapa"	58	57	10
"1041_YPDRapa"	35	50	14
"1042_YPDRapa"	33	63	11
"1043_YPDRapa"	10	15	2
"1044_YPDRapa"	68	106	16
"1045_YPDRapa"	17	32	9
"1046_YPDRapa"	73	68	13
"1047_YPDRapa"	16	25	3
"1048_YPDRapa"	17	28	4
"1049_YPDRapa"	37	35	15
"1050_YPDRapa"	79	78	26
"1051_YPDRapa"	17	16	8
"1052_YPDRapa"	28	30	8
"1053_YPDRapa"	18	26	8
"1054_YPDRapa"	30	58	16
"1055_YPDRapa"	12	18	2
"1056_YPDRapa"	17	17	1
"1057_YPDRapa"	31	38	4
"1058_YPDRapa"	15	16	10
"1059_YPDRapa"	8	12	3
"1060_YPDRapa"	39	44	6
"1061_YPDRapa"	15	20	6
"1062_YPDRapa"	48	51	12
"1063_YPDRapa"	15	15	2
"1064_YPDRapa"	25	31	7
"1065_YPDRapa"	54	72	24
"1066_YPDRapa"	88	91	34
"1067_YPDRapa"	36	49	3
"1068_YPDRapa"	150	85	24
"1069_YPDRapa"	19	23	7
"1070_YPDRapa"	90	124	32
"1071_YPDRapa"	31	41	6
"1072_YPDRapa"	15	15	4
"1073_YPDRapa"	27	28	6
"1074_YPDRapa"	27	31	16
"1075_YPDRapa"	36	34	9
"1076_YPDRapa"	19	15	3
"1077_YPDRapa"	44	50	16
"1078_YPDRapa"	43	67	18
"1079_YPDRapa"	29	27	3
"1080_YPDRapa"	28	33	10
"1081_YPDRapa"	24	20	8
"1082_YPDRapa"	26	30	3
"1083_YPDRapa"	31	36	14
"1084_YPDRapa"	11	21	2
"1085_YPDRapa"	61	37	0
"1086_YPDRapa"	21	6	5
"1087_YPDRapa"	28	45	7
"1088_YPDRapa"	46	52	17
"1089_YPDRapa"	47	46	14
"1090_YPDRapa"	16	17	4
"1091_YPDRapa"	51	49	9
"1092_YPDRapa"	33	50	10
"1093_YPDRapa"	57	72	10
"1094_YPDRapa"	37	28	6
"1095_YPDRapa"	21	28	7
"1096_YPDRapa"	20	19	3
"1097_YPDRapa"	34	70	12
"1098_YPDRapa"	21	34	6
"1099_YPDRapa"	10	15	2
"1100_YPDRapa"	24	27	2
"1101_YPDRapa"	40	84	11
"1102_YPDRapa"	51	59	22
"1103_YPDRapa"	29	45	7
"1104_YPDRapa"	81	71	12
"1105_YPDRapa"	29	39	5
"1106_YPDRapa"	80	86	10
"1107_YPDRapa"	69	59	17
"1108_YPDRapa"	20	30	8
"1109_YPDRapa"	40	37	7
"1110_YPDRapa"	39	30	3
"1111_YPDRapa"	56	41	5
"1112_YPDRapa"	48	35	5
"1113_YPDRapa"	26	38	7
"1114_YPDRapa"	30	45	11
"1115_YPDRapa"	35	22	4
"1116_YPDRapa"	40	65	5
"1117_YPDRapa"	12	32	5
"1118_YPDRapa"	12	22	4
"1119_YPDRapa"	42	45	12
"1120_YPDRapa"	29	22	6
"1121_YPDRapa"	88	88	16
"1122_YPDRapa"	33	26	4
"1123_YPDRapa"	13	23	4
"1124_YPDRapa"	31	40	7
"1125_YPDRapa"	35	60	23
"1126_YPDRapa"	38	59	9
"1127_YPDRapa"	21	41	5
"1128_YPDRapa"	8	21	9
"1129_YPDRapa"	42	46	6
"1130_YPDRapa"	31	35	8
"1131_YPDRapa"	74	70	14
"1132_YPDRapa"	65	81	20
"1133_YPDRapa"	6	7	2
"1134_YPDRapa"	11	18	2
"1135_YPDRapa"	21	28	4
"1136_YPDRapa"	15	25	3
"1137_YPDRapa"	36	62	13
"1138_YPDRapa"	41	52	10
"1139_YPDRapa"	42	72	10
"1140_YPDRapa"	53	60	16
"1141_YPDRapa"	27	31	2
"1142_YPDRapa"	48	76	17
"1143_YPDRapa"	34	33	6
"1144_YPDRapa"	12	25	6
"1145_YPDRapa"	15	11	5
"1146_YPDRapa"	40	35	13
"1147_YPDRapa"	35	57	6
"1148_YPDRapa"	27	55	4
"1149_YPDRapa"	12	23	4
"1150_YPDRapa"	32	28	5
"1151_YPDRapa"	23	29	9
"1152_YPDRapa"	7	10	7
"1153_YPDRapa"	33	32	10
"1154_YPDRapa"	23	24	3
"1155_YPDRapa"	16	35	5
"1156_YPDRapa"	12	22	7
"1157_YPDRapa"	65	84	19
"1158_YPDRapa"	25	30	6
"1159_YPDRapa"	28	35	5
"1160_YPDRapa"	18	26	8
"1161_YPDRapa"	29	41	6
"1162_YPDRapa"	9	27	4
"1163_YPDRapa"	27	28	7
"1164_YPDRapa"	25	40	6
"1165_YPDRapa"	9	21	3
"1166_YPDRapa"	53	74	7
"1167_YPDRapa"	32	37	4
"1168_YPDRapa"	39	26	8
"1169_YPDRapa"	26	44	5
"1170_YPDRapa"	70	77	16
"1171_YPDRapa"	47	42	6
"1172_YPDRapa"	51	57	26
"1173_YPDRapa"	25	27	6
"1174_YPDRapa"	10	17	1
"1175_YPDRapa"	48	73	10
"1176_YPDRapa"	11	21	5
"1177_YPDRapa"	12	23	6
"1178_YPDRapa"	52	44	14
"1179_YPDRapa"	15	21	4
"1180_YPDRapa"	63	57	11
"1181_YPDRapa"	35	46	12
"1182_YPDRapa"	12	10	2
"1183_YPDRapa"	22	12	10
"1184_YPDRapa"	20	23	4
"1185_YPDRapa"	34	26	4
"1186_YPDRapa"	47	71	11
"1187_YPDRapa"	18	21	6
"1188_YPDRapa"	38	51	7
"1189_YPDRapa"	25	38	13
"1190_YPDRapa"	16	18	4
"1191_YPDRapa"	27	27	3
"1192_YPDRapa"	26	45	6
"1193_YPDRapa"	36	41	9
"1194_YPDRapa"	72	86	22
"1195_YPDRapa"	10	10	4
"1196_YPDRapa"	35	47	10
"1197_YPDRapa"	21	23	4
"1198_YPDRapa"	41	37	14
"1199_YPDRapa"	62	69	13
"1200_YPDRapa"	46	43	7
"1201_YPDRapa"	25	56	12
"1202_YPDRapa"	20	17	4
"1203_YPDRapa"	40	61	14
"1204_YPDRapa"	42	45	8
"1205_YPDRapa"	29	24	4
"1206_YPDRapa"	18	16	5
"1207_YPDRapa"	46	44	6
"1208_YPDRapa"	17	23	1
"1209_YPDRapa"	25	31	1
"1210_YPDRapa"	37	37	10
"1211_YPDRapa"	50	69	8
"1212_YPDRapa"	43	48	6
"1213_YPDRapa"	45	43	0
"1214_YPDRapa"	18	23	0
"1215_YPDRapa"	14	15	4
"1216_YPDRapa"	114	111	19
"1217_YPDRapa"	28	33	7
"1218_YPDRapa"	5	11	3
"1219_YPDRapa"	37	43	8
"1220_YPDRapa"	28	19	2
"1221_YPDRapa"	27	10	2
"1222_YPDRapa"	29	43	11
"1223_YPDRapa"	29	16	2
"1224_YPDRapa"	27	27	12
"1225_YPDRapa"	20	13	4
"1226_YPDRapa"	107	108	13
"1227_YPDRapa"	24	43	6
"1228_YPDRapa"	33	30	11
"1229_YPDRapa"	40	52	6
"1230_YPDRapa"	29	27	13
"1231_YPDRapa"	34	39	4
"1232_YPDRapa"	54	68	17
"1233_YPDRapa"	15	11	3
"1234_YPDRapa"	17	28	5
"1235_YPDRapa"	50	66	7
"1236_YPDRapa"	28	24	3
"1237_YPDRapa"	33	18	5
"1238_YPDRapa"	37	41	4
"1239_YPDRapa"	54	64	17
"1240_YPDRapa"	14	20	3
"1241_YPDRapa"	22	30	7
"1242_YPDRapa"	48	56	12
"1243_YPDRapa"	28	24	4
"1244_YPDRapa"	66	38	5
"1245_YPDRapa"	36	55	7
"1246_YPDRapa"	44	41	9
"1247_YPDRapa"	28	33	9
"1248_YPDRapa"	56	72	11
"1249_YPDRapa"	77	95	14
"1250_YPDRapa"	52	48	11
"1251_YPDRapa"	22	33	5
"1252_YPDRapa"	21	24	7
"1253_YPDRapa"	40	40	4
"1254_YPDRapa"	36	40	11
"1255_YPDRapa"	18	28	3
"1256_YPDRapa"	26	25	7
"1257_YPDRapa"	10	16	5
"1258_YPDRapa"	70	76	26
"1259_YPDRapa"	17	26	8
"1260_YPDRapa"	21	31	8
"1261_YPDRapa"	26	34	3
"1262_YPDRapa"	26	34	1
"1263_YPDRapa"	20	22	1
"1264_YPDRapa"	17	31	4
"1265_YPDRapa"	24	24	7
"1266_YPDRapa"	17	31	9
"1267_YPDRapa"	17	34	8
"1268_YPDRapa"	16	16	2
"1269_YPDRapa"	10	13	6
"1270_YPDRapa"	26	21	6
"1271_YPDRapa"	37	47	2
"1272_YPDRapa"	59	75	8
"1273_YPDRapa"	16	8	3
"1274_YPDRapa"	27	38	7
"1275_YPDRapa"	99	85	37
"1276_YPDRapa"	29	64	7
"1277_YPDRapa"	8	22	2
"1278_YPDRapa"	34	61	9
"1279_YPDRapa"	10	10	8
"1280_YPDRapa"	11	15	4
"1281_YPDRapa"	53	45	10
"1282_YPDRapa"	35	36	4
"1283_YPDRapa"	25	34	6
"1284_YPDRapa"	113	77	13
"1285_YPDRapa"	36	47	9
"1286_YPDRapa"	34	37	13
"1287_YPDRapa"	21	21	9
"1288_YPDRapa"	47	37	12
"1289_YPDRapa"	12	20	4
"1290_YPDRapa"	16	27	11
"1291_YPDRapa"	41	35	9
"1292_YPDRapa"	20	19	4
"1293_YPDRapa"	34	26	7
"1294_YPDRapa"	9	16	1
"1295_YPDRapa"	38	54	7
"1296_YPDRapa"	25	21	7
"1297_YPDRapa"	105	84	9
"1298_YPDRapa"	9	16	4
"1299_YPDRapa"	22	34	6
"1300_YPDRapa"	36	52	5
"1301_YPDRapa"	27	24	3
"1302_YPDRapa"	14	22	4
"1303_YPDRapa"	15	37	2
"1304_YPDRapa"	84	62	5
"1305_YPDRapa"	19	32	2
"1306_YPDRapa"	19	26	8
"1307_YPDRapa"	28	21	3
"1308_YPDRapa"	19	22	4
"1309_YPDRapa"	58	70	10
"1310_YPDRapa"	22	20	9
"1311_YPDRapa"	52	53	5
"1312_YPDRapa"	30	46	7
"1313_YPDRapa"	22	16	1
"1314_YPDRapa"	28	42	8
"1315_YPDRapa"	20	22	2
"1316_YPDRapa"	28	40	5
"1317_YPDRapa"	96	82	12
"1318_YPDRapa"	54	33	5
"1319_YPDRapa"	74	78	17
"1320_YPDRapa"	52	58	8
"1321_YPDRapa"	20	25	7
"1322_YPDRapa"	21	27	2
"1323_YPDRapa"	15	33	5
"1324_YPDRapa"	25	32	11
"1325_YPDRapa"	33	65	23
"1326_YPDRapa"	29	30	7
"1327_YPDRapa"	27	35	6
"1328_YPDRapa"	25	20	4
"1329_YPDRapa"	19	24	9
"1330_YPDRapa"	38	67	22
"1331_YPDRapa"	25	44	8
"1332_YPDRapa"	38	40	6
"1333_YPDRapa"	61	54	13
"1334_YPDRapa"	18	15	3
"1335_YPDRapa"	40	59	3
"1336_YPDRapa"	57	52	10
"1337_YPDRapa"	39	52	9
"1338_YPDRapa"	110	96	33
"1339_YPDRapa"	21	26	9
"1340_YPDRapa"	53	80	16
"1341_YPDRapa"	84	65	12
"1342_YPDRapa"	12	20	2
"1343_YPDRapa"	17	22	5
"1344_YPDRapa"	19	15	2
"1345_YPDRapa"	36	54	12
"1346_YPDRapa"	25	37	11
"1347_YPDRapa"	24	25	3
"1348_YPDRapa"	18	16	2
"1349_YPDRapa"	17	24	4
"1350_YPDRapa"	21	38	10
"1351_YPDRapa"	45	55	11
"1352_YPDRapa"	56	63	4
"1353_YPDRapa"	39	40	10
"1354_YPDRapa"	22	49	7
"1355_YPDRapa"	10	18	1
"1356_YPDRapa"	22	42	7
"1357_YPDRapa"	49	39	8
"1358_YPDRapa"	81	34	10
"1359_YPDRapa"	9	12	1
"1360_YPDRapa"	9	11	0
"1361_YPDRapa"	36	62	9
"1362_YPDRapa"	44	45	13
"1363_YPDRapa"	53	61	16
"1364_YPDRapa"	7	7	2
"1365_YPDRapa"	48	54	12
"1366_YPDRapa"	35	46	16
"1367_YPDRapa"	7	16	6
"1368_YPDRapa"	10	18	2
"1369_YPDRapa"	29	46	11
"1370_YPDRapa"	13	13	2
"1371_YPDRapa"	25	18	1
"1372_YPDRapa"	32	36	7
"1373_YPDRapa"	26	24	6
"1374_YPDRapa"	17	24	6
"1375_YPDRapa"	7	7	5
"1376_YPDRapa"	16	15	2
"1377_YPDRapa"	23	24	4
"1378_YPDRapa"	85	161	16
"1379_YPDRapa"	12	30	5
"1380_YPDRapa"	15	22	3
"1381_YPDRapa"	8	11	5
"1382_YPDRapa"	44	50	4
"1383_YPDRapa"	15	34	5
"1384_YPDRapa"	18	16	4
"1385_YPDRapa"	9	21	5
"1386_YPDRapa"	10	12	2
"1387_YPDRapa"	28	34	7
"1388_YPDRapa"	40	60	13
"1389_YPDRapa"	33	47	6
"1390_YPDRapa"	47	41	7
"1391_YPDRapa"	61	50	7
"1392_YPDRapa"	30	48	13
"1393_YPDRapa"	31	44	6
"1394_YPDRapa"	22	8	2
"1395_YPDRapa"	23	54	5
"1396_YPDRapa"	6	17	0
"1397_YPDRapa"	26	27	6
"1398_YPDRapa"	49	47	2
"1399_YPDRapa"	19	56	13
"1400_YPDRapa"	31	31	6
"1401_YPDRapa"	48	41	8
"1402_YPDRapa"	16	25	1
"1403_YPDRapa"	34	41	9
"1404_YPDRapa"	11	14	5
"1405_YPDRapa"	27	43	3
"1406_YPDRapa"	38	46	14
"1407_YPDRapa"	55	36	4
"1408_YPDRapa"	113	151	23
"1409_YPDRapa"	16	28	4
"1410_YPDRapa"	67	78	17
"1411_YPDRapa"	19	37	5
"1412_YPDRapa"	11	25	4
"1413_YPDRapa"	52	64	4
"1414_YPDRapa"	23	26	10
"1415_YPDRapa"	43	58	13
"1416_YPDRapa"	37	48	9
"1417_YPDRapa"	21	38	6
"1418_YPDRapa"	20	14	0
"1419_YPDRapa"	24	28	7
"1420_YPDRapa"	97	108	14
"1421_YPDRapa"	27	47	7
"1422_YPDRapa"	49	100	32
"1423_YPDRapa"	13	11	8
"1424_YPDRapa"	16	18	1
"1425_YPDRapa"	38	27	1
"1426_YPDRapa"	56	89	13
"1427_YPDRapa"	22	23	1
"1428_YPDRapa"	14	11	4
"1429_YPDRapa"	26	39	2
"1430_YPDRapa"	25	7	3
"1431_YPDRapa"	46	57	9
"1432_YPDRapa"	23	24	4
"1433_YPDRapa"	44	46	9
"1434_YPDRapa"	34	34	0
"1435_YPDRapa"	52	29	17
"1436_YPDRapa"	29	36	4
"1437_YPDRapa"	12	22	7
"1438_YPDRapa"	98	92	39
"1439_YPDRapa"	33	48	8
"1440_YPDRapa"	57	59	17
"1441_YPDRapa"	15	22	0
"1442_YPDRapa"	23	20	0
"1443_YPDRapa"	37	66	18
"1444_YPDRapa"	23	29	6
"1445_YPDRapa"	41	32	6
"1446_YPDRapa"	48	28	1
"1447_YPDRapa"	33	35	8
"1448_YPDRapa"	32	43	5
"1449_YPDRapa"	20	22	4
"1450_YPDRapa"	13	19	1
"1451_YPDRapa"	54	60	13
"1452_YPDRapa"	70	48	2
"1453_YPDRapa"	18	15	1
"1454_YPDRapa"	8	8	3
"1455_YPDRapa"	8	7	1
"1456_YPDRapa"	26	35	8
"1457_YPDRapa"	39	38	9
"1458_YPDRapa"	12	27	2
"1459_YPDRapa"	68	48	14
"1460_YPDRapa"	91	58	9
"1461_YPDRapa"	28	27	3
"1462_YPDRapa"	21	34	12
"1463_YPDRapa"	18	29	9
"1464_YPDRapa"	29	37	12
"1465_YPDRapa"	33	40	0
"1466_YPDRapa"	42	50	6
"1467_YPDRapa"	13	19	2
"1468_YPDRapa"	16	27	3
"1469_YPDRapa"	22	24	4
"1470_YPDRapa"	69	46	3
"1471_YPDRapa"	12	24	3
"1472_YPDRapa"	43	36	7
"1473_YPDRapa"	14	17	3
"1474_YPDRapa"	22	36	3
"1475_YPDRapa"	7	7	1
"1476_YPDRapa"	9	20	4
"1477_YPDRapa"	17	14	4
"1478_YPDRapa"	14	19	8
"1479_YPDRapa"	46	76	11
"1480_YPDRapa"	17	43	5
"1481_YPDRapa"	64	63	10
"1482_YPDRapa"	39	38	9
"1483_YPDRapa"	35	40	6
"1484_YPDRapa"	47	65	10
"1485_YPDRapa"	44	42	2
"1486_YPDRapa"	17	34	8
"1487_YPDRapa"	16	42	2
"1488_YPDRapa"	51	68	14
"1489_YPDRapa"	17	16	1
"1490_YPDRapa"	25	22	3
"1491_YPDRapa"	36	30	5
"1492_YPDRapa"	86	110	20
"1493_YPDRapa"	8	17	6
"1494_YPDRapa"	35	38	8
"1495_YPDRapa"	20	36	14
"1496_YPDRapa"	22	30	7
"1497_YPDRapa"	26	22	1
"1498_YPDRapa"	10	26	2
"1499_YPDRapa"	19	28	8
"1500_YPDRapa"	25	24	2
"1501_YPDRapa"	23	47	10
"1502_YPDRapa"	22	24	2
"1503_YPDRapa"	96	106	32
"1504_YPDRapa"	21	29	3
"1505_YPDRapa"	33	40	11
"1506_YPDRapa"	38	51	9
"1507_YPDRapa"	17	24	8
"1508_YPDRapa"	13	23	6
"1509_YPDRapa"	22	32	2
"1510_YPDRapa"	17	23	8
"1511_YPDRapa"	23	28	4
"1512_YPDRapa"	45	41	8
"1513_YPDRapa"	62	106	24
"1514_YPDRapa"	10	22	3
"1515_YPDRapa"	40	47	4
"1516_YPDRapa"	54	65	16
"1517_YPDRapa"	22	9	1
"1518_YPDRapa"	9	15	2
"1519_YPDRapa"	22	19	2
"1520_YPDRapa"	25	18	0
"1521_YPDRapa"	53	40	8
"1522_YPDRapa"	25	24	11
"1523_YPDRapa"	32	30	10
"1524_YPDRapa"	33	38	4
"1525_YPDRapa"	24	14	0
"1526_YPDRapa"	13	25	5
"1527_YPDRapa"	58	85	10
"1528_YPDRapa"	24	53	11
"1529_YPDRapa"	16	26	4
"1530_YPDRapa"	30	16	1
"1531_YPDRapa"	34	27	6
"1532_YPDRapa"	10	19	2
"1533_YPDRapa"	10	15	4
"1534_YPDRapa"	18	15	1
"1535_YPDRapa"	56	46	17
"1536_YPDRapa"	24	18	1
"1537_YPDRapa"	86	76	4
"1538_YPDRapa"	24	32	4
"1539_YPDRapa"	33	56	4
"1540_YPDRapa"	68	82	34
"1541_YPDRapa"	69	79	11
"1542_YPDRapa"	81	38	10
"1543_YPDRapa"	19	17	4
"1544_YPDRapa"	98	73	8
"1545_YPDRapa"	28	31	5
"1546_YPDRapa"	82	111	15
"1547_YPDRapa"	104	90	21
"1548_YPDRapa"	12	12	1
"1549_YPDRapa"	25	42	10
"1550_YPDRapa"	18	32	6
"1551_YPDRapa"	74	79	24
"1552_YPDRapa"	28	26	6
"1553_YPDRapa"	14	22	1
"1554_YPDRapa"	36	46	14
"1555_YPDRapa"	55	71	9
"1556_YPDRapa"	113	156	37
"1557_YPDRapa"	14	15	1
"1558_YPDRapa"	17	23	2
"1559_YPDRapa"	47	38	8
"1560_YPDRapa"	16	23	2
"1561_YPDRapa"	25	33	3
"1562_YPDRapa"	26	33	6
"1563_YPDRapa"	30	29	10
"1564_YPDRapa"	36	51	3
"1565_YPDRapa"	30	25	4
"1566_YPDRapa"	12	8	1
"1567_YPDRapa"	43	50	6
"1568_YPDRapa"	21	26	10
"1569_YPDRapa"	16	24	3
"1570_YPDRapa"	14	15	4
"1571_YPDRapa"	20	28	1
"1572_YPDRapa"	49	76	10
"1573_YPDRapa"	20	24	3
"1574_YPDRapa"	36	27	2
"1575_YPDRapa"	16	18	0
"1576_YPDRapa"	9	9	5
"1577_YPDRapa"	10	7	6
"1578_YPDRapa"	22	58	5
"1579_YPDRapa"	53	62	22
"1580_YPDRapa"	57	73	7
"1581_YPDRapa"	65	44	7
"1582_YPDRapa"	50	34	6
"1583_YPDRapa"	39	54	9
"1584_YPDRapa"	30	39	4
"1585_YPDRapa"	11	16	7
"1586_YPDRapa"	11	16	0
"1587_YPDRapa"	22	36	6
"1588_YPDRapa"	27	51	6
"1589_YPDRapa"	25	21	0
"1590_YPDRapa"	108	99	39
"1591_YPDRapa"	12	18	7
"1592_YPDRapa"	13	13	1
"1593_YPDRapa"	49	74	16
"1594_YPDRapa"	18	25	9
"1595_YPDRapa"	52	46	9
"1596_YPDRapa"	53	59	22
"1597_YPDRapa"	36	63	12
"1598_YPDRapa"	19	20	1
"1599_YPDRapa"	43	28	6
"1600_YPDRapa"	16	30	4
"1601_YPDRapa"	52	68	15
